,display_name,name,start_date,end_date,type
000861.XSHE,海印股份,HYGF,1998-10-28,2200-01-01,stock
000862.XSHE,银星能源,YXNY,1998-09-15,2200-01-01,stock
000863.XSHE,三湘印象,SXYX,1997-09-25,2200-01-01,stock
000866.XSHE,扬子石化,YZSH,1998-05-12,2006-04-21,stock
000868.XSHE,*ST安凯,*STAK,1997-07-25,2200-01-01,stock
000869.XSHE,张裕A,ZYA,2000-10-26,2200-01-01,stock
000875.XSHE,吉电股份,JDGF,2002-09-26,2200-01-01,stock
000876.XSHE,新希望,XXW,1998-03-11,2200-01-01,stock
000877.XSHE,天山股份,TSGF,1999-01-07,2200-01-01,stock
000878.XSHE,云南铜业,YNTY,1998-06-02,2200-01-01,stock
000880.XSHE,潍柴重机,WCZJ,1998-04-02,2200-01-01,stock
000881.XSHE,中广核技,ZGHJ,1998-09-02,2200-01-01,stock
000882.XSHE,华联股份,HLGF,1998-06-16,2200-01-01,stock
000883.XSHE,湖北能源,HBNY,1998-05-19,2200-01-01,stock
000885.XSHE,城发环境,CFHJ,1999-03-19,2200-01-01,stock
000886.XSHE,海南高速,HNGS,1998-01-23,2200-01-01,stock
000887.XSHE,中鼎股份,ZDGF,1998-12-03,2200-01-01,stock
000888.XSHE,峨眉山A,EMSA,1997-10-21,2200-01-01,stock
000889.XSHE,中嘉博创,ZJBC,1997-12-18,2200-01-01,stock
000890.XSHE,法尔胜,FES,1999-01-19,2200-01-01,stock
000892.XSHE,欢瑞世纪,HRSJ,1999-01-15,2200-01-01,stock
000893.XSHE,东凌国际,DLGJ,1998-12-24,2200-01-01,stock
000895.XSHE,双汇发展,SHFZ,1998-12-10,2200-01-01,stock
000897.XSHE,*ST津滨,*STJB,1999-04-22,2200-01-01,stock
000898.XSHE,鞍钢股份,AGGF,1997-12-25,2200-01-01,stock
000899.XSHE,赣能股份,GNGF,1997-11-26,2200-01-01,stock
000900.XSHE,现代投资,XDTZ,1999-01-28,2200-01-01,stock
000901.XSHE,航天科技,HTKJ,1999-04-01,2200-01-01,stock
000902.XSHE,新洋丰,XYF,1999-04-08,2200-01-01,stock
000903.XSHE,云内动力,YNDL,1999-04-15,2200-01-01,stock
000905.XSHE,厦门港务,SMGW,1999-04-29,2200-01-01,stock
000906.XSHE,浙商中拓,ZSZT,1999-07-07,2200-01-01,stock
000908.XSHE,景峰医药,JFYY,1999-02-03,2200-01-01,stock
000909.XSHE,数源科技,SYKJ,1999-05-07,2200-01-01,stock
000910.XSHE,大亚圣象,DYSX,1999-06-30,2200-01-01,stock
000911.XSHE,*ST南糖,*STNT,1999-05-27,2200-01-01,stock
000912.XSHE,泸天化,LTH,1999-06-03,2200-01-01,stock
000913.XSHE,钱江摩托,QJMT,1999-05-14,2200-01-01,stock
000915.XSHE,山大华特,SDHT,1999-06-09,2200-01-01,stock
000916.XSHE,华北高速,HBGS,1999-09-27,2017-12-25,stock
000917.XSHE,电广传媒,DGCM,1999-03-25,2200-01-01,stock
000918.XSHE,嘉凯城,JKC,1999-07-20,2200-01-01,stock
000919.XSHE,金陵药业,JLYY,1999-11-18,2200-01-01,stock
000920.XSHE,南方汇通,NFHT,1999-06-16,2200-01-01,stock
000921.XSHE,海信家电,HXJD,1999-07-13,2200-01-01,stock
000922.XSHE,佳电股份,JDGF,1999-06-18,2200-01-01,stock
000923.XSHE,河北宣工,HBXG,1999-07-14,2200-01-01,stock
000925.XSHE,众合科技,ZHKJ,1999-06-11,2200-01-01,stock
000926.XSHE,福星股份,FXGF,1999-06-18,2200-01-01,stock
000927.XSHE,一汽夏利,YQXL,1999-07-27,2200-01-01,stock
000928.XSHE,中钢国际,ZGGJ,1999-03-12,2200-01-01,stock
000929.XSHE,兰州黄河,LZHH,1999-06-23,2200-01-01,stock
000930.XSHE,中粮科技,ZLKJ,1999-07-12,2200-01-01,stock
000931.XSHE,中关村,ZGC,1999-07-12,2200-01-01,stock
000932.XSHE,华菱钢铁,HLGT,1999-08-03,2200-01-01,stock
000933.XSHE,神火股份,SHGF,1999-08-31,2200-01-01,stock
000935.XSHE,四川双马,SCSM,1999-08-24,2200-01-01,stock
000936.XSHE,华西股份,HXGF,1999-08-10,2200-01-01,stock
000937.XSHE,冀中能源,JZNY,1999-09-09,2200-01-01,stock
000938.XSHE,紫光股份,ZGGF,1999-11-04,2200-01-01,stock
000939.XSHE,*ST凯迪,*STKD,1999-09-23,2200-01-01,stock
000948.XSHE,南天信息,NTXX,1999-10-14,2200-01-01,stock
000949.XSHE,新乡化纤,XXHX,1999-10-21,2200-01-01,stock
000950.XSHE,重药控股,ZYKG,1999-09-16,2200-01-01,stock
000951.XSHE,中国重汽,ZGZQ,1999-11-25,2200-01-01,stock
000952.XSHE,广济药业,GJYY,1999-11-12,2200-01-01,stock
000953.XSHE,*ST河化,*STHH,1999-12-02,2200-01-01,stock
000955.XSHE,欣龙控股,XLKG,1999-12-09,2200-01-01,stock
000956.XSHE,中原油气,ZYYQ,1999-11-10,2006-04-21,stock
000957.XSHE,中通客车,ZTKC,2000-01-13,2200-01-01,stock
000958.XSHE,东方能源,DFNY,1999-12-23,2200-01-01,stock
000959.XSHE,首钢股份,SGGF,1999-12-16,2200-01-01,stock
000960.XSHE,锡业股份,XYGF,2000-02-21,2200-01-01,stock
000961.XSHE,中南建设,ZNJS,2000-03-01,2200-01-01,stock
000962.XSHE,东方钽业,DFDY,2000-01-20,2200-01-01,stock
000963.XSHE,华东医药,HDYY,2000-01-27,2200-01-01,stock
000965.XSHE,天保基建,TBJJ,2000-04-06,2200-01-01,stock
000966.XSHE,长源电力,CYDL,2000-03-16,2200-01-01,stock
000967.XSHE,盈峰环境,YFHJ,2000-03-30,2200-01-01,stock
000968.XSHE,蓝焰控股,LYKG,2000-06-22,2200-01-01,stock
000969.XSHE,安泰科技,ATKJ,2000-05-29,2200-01-01,stock
000970.XSHE,中科三环,ZKSH,2000-04-20,2200-01-01,stock
000971.XSHE,*ST高升,*STGS,2000-04-27,2200-01-01,stock
000972.XSHE,ST中基,STZJ,2000-09-26,2200-01-01,stock
000973.XSHE,佛塑科技,FSKJ,2000-05-25,2200-01-01,stock
000975.XSHE,银泰黄金,YTHJ,2000-06-08,2200-01-01,stock
000976.XSHE,华铁股份,HTGF,2000-06-01,2200-01-01,stock
000977.XSHE,浪潮信息,LCXX,2000-06-08,2200-01-01,stock
000978.XSHE,桂林旅游,GLLY,2000-05-18,2200-01-01,stock
000979.XSHE,中弘退,ZHT,2000-06-16,2018-12-27,stock
000980.XSHE,众泰汽车,ZTQC,2000-06-16,2200-01-01,stock
000981.XSHE,ST银亿,STYY,2000-06-22,2200-01-01,stock
000982.XSHE,*ST中绒,*STZR,2000-07-06,2200-01-01,stock
000983.XSHE,西山煤电,XSMD,2000-07-26,2200-01-01,stock
000985.XSHE,大庆华科,DQHK,2000-07-26,2200-01-01,stock
000987.XSHE,越秀金控,YXJK,2000-07-18,2200-01-01,stock
000988.XSHE,华工科技,HGKJ,2000-06-08,2200-01-01,stock
000989.XSHE,九芝堂,JZT,2000-06-28,2200-01-01,stock
000990.XSHE,诚志股份,CZGF,2000-07-06,2200-01-01,stock
000993.XSHE,闽东电力,MDDL,2000-07-31,2200-01-01,stock
000995.XSHE,*ST皇台,*STHT,2000-08-07,2200-01-01,stock
000996.XSHE,中国中期,ZGZQ,2000-07-18,2200-01-01,stock
000997.XSHE,新大陆,XDL,2000-08-07,2200-01-01,stock
000998.XSHE,隆平高科,LPGK,2000-12-11,2200-01-01,stock
000999.XSHE,华润三九,HRSJ,2000-03-09,2200-01-01,stock
001696.XSHE,宗申动力,ZSDL,1997-03-06,2200-01-01,stock
001872.XSHE,招商港口,ZSGK,1993-05-05,2200-01-01,stock
001896.XSHE,豫能控股,YNKG,1998-01-22,2200-01-01,stock
001965.XSHE,招商公路,ZSGL,2017-12-25,2200-01-01,stock
001979.XSHE,招商蛇口,ZSSK,2015-12-30,2200-01-01,stock
002001.XSHE,新和成,XHC,2004-06-25,2200-01-01,stock
002002.XSHE,鸿达兴业,HDXY,2004-06-25,2200-01-01,stock
002003.XSHE,伟星股份,WXGF,2004-06-25,2200-01-01,stock
002004.XSHE,华邦健康,HBJK,2004-06-25,2200-01-01,stock
002005.XSHE,*ST德豪,*STDH,2004-06-25,2200-01-01,stock
002006.XSHE,精功科技,JGKJ,2004-06-25,2200-01-01,stock
002007.XSHE,华兰生物,HLSW,2004-06-25,2200-01-01,stock
002008.XSHE,大族激光,DZJG,2004-06-25,2200-01-01,stock
002009.XSHE,天奇股份,TQGF,2004-06-29,2200-01-01,stock
002010.XSHE,传化智联,CHZL,2004-06-29,2200-01-01,stock
002011.XSHE,盾安环境,DAHJ,2004-07-05,2200-01-01,stock
002012.XSHE,凯恩股份,KEGF,2004-07-05,2200-01-01,stock
002013.XSHE,中航机电,ZHJD,2004-07-05,2200-01-01,stock
002014.XSHE,永新股份,YXGF,2004-07-08,2200-01-01,stock
002015.XSHE,协鑫能科,XXNK,2004-07-08,2200-01-01,stock
002016.XSHE,世荣兆业,SRZY,2004-07-08,2200-01-01,stock
002017.XSHE,东信和平,DXHP,2004-07-13,2200-01-01,stock
002018.XSHE,华信退,HXT,2004-07-13,2200-01-01,stock
002019.XSHE,亿帆医药,YFYY,2004-07-13,2200-01-01,stock
002020.XSHE,京新药业,JXYY,2004-07-15,2200-01-01,stock
002021.XSHE,*ST中捷,*STZJ,2004-07-15,2200-01-01,stock
002022.XSHE,科华生物,KHSW,2004-07-21,2200-01-01,stock
002023.XSHE,海特高新,HTGX,2004-07-21,2200-01-01,stock
002024.XSHE,苏宁易购,SNYG,2004-07-21,2200-01-01,stock
002025.XSHE,航天电器,HTDQ,2004-07-26,2200-01-01,stock
002026.XSHE,山东威达,SDWD,2004-07-27,2200-01-01,stock
002027.XSHE,分众传媒,FZCM,2004-08-04,2200-01-01,stock
002028.XSHE,思源电气,SYDQ,2004-08-05,2200-01-01,stock
002029.XSHE,七匹狼,QPL,2004-08-06,2200-01-01,stock
002030.XSHE,达安基因,DAJY,2004-08-09,2200-01-01,stock
002031.XSHE,巨轮智能,JLZN,2004-08-16,2200-01-01,stock
002032.XSHE,苏泊尔,SBE,2004-08-17,2200-01-01,stock
002033.XSHE,丽江旅游,LJLY,2004-08-25,2200-01-01,stock
002034.XSHE,旺能环境,WNHJ,2004-08-26,2200-01-01,stock
002035.XSHE,华帝股份,HDGF,2004-09-01,2200-01-01,stock
002036.XSHE,联创电子,LCDZ,2004-09-03,2200-01-01,stock
002037.XSHE,久联发展,JLFZ,2004-09-08,2200-01-01,stock
002038.XSHE,双鹭药业,SLYY,2004-09-09,2200-01-01,stock
002039.XSHE,黔源电力,QYDL,2005-03-03,2200-01-01,stock
002040.XSHE,南京港,NJG,2005-03-25,2200-01-01,stock
002041.XSHE,登海种业,DHZY,2005-04-18,2200-01-01,stock
002042.XSHE,华孚时尚,HFSS,2005-04-27,2200-01-01,stock
002043.XSHE,兔宝宝,TBB,2005-05-10,2200-01-01,stock
002044.XSHE,美年健康,MNJK,2005-05-18,2200-01-01,stock
002045.XSHE,国光电器,GGDQ,2005-05-23,2200-01-01,stock
002046.XSHE,轴研科技,ZYKJ,2005-05-26,2200-01-01,stock
002047.XSHE,宝鹰股份,BYGF,2005-05-31,2200-01-01,stock
002048.XSHE,宁波华翔,NBHX,2005-06-03,2200-01-01,stock
002049.XSHE,紫光国微,ZGGW,2005-06-06,2200-01-01,stock
002050.XSHE,三花智控,SHZK,2005-06-07,2200-01-01,stock
002051.XSHE,中工国际,ZGGJ,2006-06-19,2200-01-01,stock
002052.XSHE,同洲电子,TZDZ,2006-06-27,2200-01-01,stock
002053.XSHE,云南能投,YNNT,2006-06-27,2200-01-01,stock
002054.XSHE,德美化工,DMHG,2006-07-25,2200-01-01,stock
002055.XSHE,得润电子,DRDZ,2006-07-25,2200-01-01,stock
002056.XSHE,横店东磁,HDDC,2006-08-02,2200-01-01,stock
002057.XSHE,中钢天源,ZGTY,2006-08-02,2200-01-01,stock
002058.XSHE,威尔泰,WET,2006-08-02,2200-01-01,stock
002059.XSHE,云南旅游,YNLY,2006-08-10,2200-01-01,stock
002060.XSHE,粤水电,YSD,2006-08-10,2200-01-01,stock
002061.XSHE,浙江交科,ZJJK,2006-08-16,2200-01-01,stock
002062.XSHE,宏润建设,HRJS,2006-08-16,2200-01-01,stock
002063.XSHE,远光软件,YGRJ,2006-08-23,2200-01-01,stock
002064.XSHE,华峰氨纶,HFAL,2006-08-23,2200-01-01,stock
002065.XSHE,东华软件,DHRJ,2006-08-23,2200-01-01,stock
002066.XSHE,瑞泰科技,RTKJ,2006-08-23,2200-01-01,stock
002067.XSHE,景兴纸业,JXZY,2006-09-15,2200-01-01,stock
002068.XSHE,黑猫股份,HMGF,2006-09-15,2200-01-01,stock
002069.XSHE,獐子岛,ZZD,2006-09-28,2200-01-01,stock
002070.XSHE,众和退,ZHT,2006-10-12,2019-07-08,stock
002071.XSHE,长城影视,CCYS,2006-10-12,2200-01-01,stock
002072.XSHE,*ST凯瑞,*STKR,2006-10-18,2200-01-01,stock
002073.XSHE,软控股份,RKGF,2006-10-18,2200-01-01,stock
002074.XSHE,国轩高科,GXGK,2006-10-18,2200-01-01,stock
002075.XSHE,沙钢股份,SGGF,2006-10-25,2200-01-01,stock
002076.XSHE,雪莱特,XLT,2006-10-25,2200-01-01,stock
002077.XSHE,大港股份,DGGF,2006-11-16,2200-01-01,stock
002078.XSHE,太阳纸业,TYZY,2006-11-16,2200-01-01,stock
002079.XSHE,苏州固锝,SZGD,2006-11-16,2200-01-01,stock
002080.XSHE,中材科技,ZCKJ,2006-11-20,2200-01-01,stock
002081.XSHE,金螳螂,JTL,2006-11-20,2200-01-01,stock
002082.XSHE,万邦德,WBD,2006-11-20,2200-01-01,stock
002083.XSHE,孚日股份,FRGF,2006-11-24,2200-01-01,stock
002084.XSHE,海鸥住工,HOZG,2006-11-24,2200-01-01,stock
002085.XSHE,万丰奥威,WFAW,2006-11-28,2200-01-01,stock
002086.XSHE,ST东海洋,STDHY,2006-11-28,2200-01-01,stock
002087.XSHE,新野纺织,XYFZ,2006-11-30,2200-01-01,stock
002088.XSHE,鲁阳节能,LYJN,2006-11-30,2200-01-01,stock
002089.XSHE,*ST新海,*STXH,2006-11-30,2200-01-01,stock
002090.XSHE,金智科技,JZKJ,2006-12-08,2200-01-01,stock
002091.XSHE,江苏国泰,JSGT,2006-12-08,2200-01-01,stock
002092.XSHE,中泰化学,ZTHX,2006-12-08,2200-01-01,stock
002093.XSHE,国脉科技,GMKJ,2006-12-15,2200-01-01,stock
002094.XSHE,青岛金王,QDJW,2006-12-15,2200-01-01,stock
002095.XSHE,生意宝,SYB,2006-12-15,2200-01-01,stock
002096.XSHE,南岭民爆,NLMB,2006-12-22,2200-01-01,stock
002097.XSHE,山河智能,SHZN,2006-12-22,2200-01-01,stock
002098.XSHE,浔兴股份,XXGF,2006-12-22,2200-01-01,stock
002099.XSHE,海翔药业,HXYY,2006-12-26,2200-01-01,stock
002100.XSHE,天康生物,TKSW,2006-12-26,2200-01-01,stock
002101.XSHE,广东鸿图,GDHT,2006-12-29,2200-01-01,stock
002102.XSHE,ST冠福,STGF,2006-12-29,2200-01-01,stock
002103.XSHE,广博股份,GBGF,2007-01-10,2200-01-01,stock
002104.XSHE,恒宝股份,HBGF,2007-01-10,2200-01-01,stock
002105.XSHE,信隆健康,XLJK,2007-01-12,2200-01-01,stock
002106.XSHE,莱宝高科,LBGK,2007-01-12,2200-01-01,stock
002107.XSHE,沃华医药,WHYY,2007-01-24,2200-01-01,stock
002108.XSHE,沧州明珠,CZMZ,2007-01-24,2200-01-01,stock
002109.XSHE,兴化股份,XHGF,2007-01-26,2200-01-01,stock
002110.XSHE,三钢闽光,SGMG,2007-01-26,2200-01-01,stock
002111.XSHE,威海广泰,WHGT,2007-01-26,2200-01-01,stock
002112.XSHE,三变科技,SBKJ,2007-02-08,2200-01-01,stock
002113.XSHE,ST天润,STTR,2007-02-08,2200-01-01,stock
002114.XSHE,罗平锌电,LPXD,2007-02-15,2200-01-01,stock
002115.XSHE,三维通信,SWTX,2007-02-15,2200-01-01,stock
002116.XSHE,中国海诚,ZGHC,2007-02-15,2200-01-01,stock
002117.XSHE,东港股份,DGGF,2007-03-02,2200-01-01,stock
002118.XSHE,紫鑫药业,ZXYY,2007-03-02,2200-01-01,stock
002119.XSHE,康强电子,KQDZ,2007-03-02,2200-01-01,stock
002120.XSHE,韵达股份,YDGF,2007-03-06,2200-01-01,stock
002121.XSHE,科陆电子,KLDZ,2007-03-06,2200-01-01,stock
002122.XSHE,*ST天马,*STTM,2007-03-28,2200-01-01,stock
002123.XSHE,梦网集团,MWJT,2007-03-28,2200-01-01,stock
002124.XSHE,天邦股份,TBGF,2007-04-03,2200-01-01,stock
002125.XSHE,湘潭电化,XTDH,2007-04-03,2200-01-01,stock
002126.XSHE,银轮股份,YLGF,2007-04-18,2200-01-01,stock
002127.XSHE,南极电商,NJDS,2007-04-18,2200-01-01,stock
002128.XSHE,露天煤业,LTMY,2007-04-18,2200-01-01,stock
002129.XSHE,中环股份,ZHGF,2007-04-20,2200-01-01,stock
002130.XSHE,沃尔核材,WEHC,2007-04-20,2200-01-01,stock
002131.XSHE,利欧股份,LOGF,2007-04-27,2200-01-01,stock
002132.XSHE,恒星科技,HXKJ,2007-04-27,2200-01-01,stock
002133.XSHE,广宇集团,GYJT,2007-04-27,2200-01-01,stock
002134.XSHE,天津普林,TJPL,2007-05-16,2200-01-01,stock
002135.XSHE,东南网架,DNWJ,2007-05-30,2200-01-01,stock
002136.XSHE,安纳达,AND,2007-05-30,2200-01-01,stock
002137.XSHE,麦达数字,MDSZ,2007-06-13,2200-01-01,stock
002138.XSHE,顺络电子,SLDZ,2007-06-13,2200-01-01,stock
002139.XSHE,拓邦股份,TBGF,2007-06-29,2200-01-01,stock
002140.XSHE,东华科技,DHKJ,2007-07-12,2200-01-01,stock
002141.XSHE,贤丰控股,XFKG,2007-07-20,2200-01-01,stock
002142.XSHE,宁波银行,NBYH,2007-07-19,2200-01-01,stock
002143.XSHE,印纪退,YJT,2007-07-20,2200-01-01,stock
002144.XSHE,宏达高科,HDGK,2007-08-03,2200-01-01,stock
002145.XSHE,中核钛白,ZHTB,2007-08-03,2200-01-01,stock
002146.XSHE,荣盛发展,RSFZ,2007-08-08,2200-01-01,stock
002147.XSHE,ST新光,STXG,2007-08-08,2200-01-01,stock
002148.XSHE,北纬科技,BWKJ,2007-08-10,2200-01-01,stock
002149.XSHE,西部材料,XBCL,2007-08-10,2200-01-01,stock
002150.XSHE,通润装备,TRZB,2007-08-10,2200-01-01,stock
002151.XSHE,北斗星通,BDXT,2007-08-13,2200-01-01,stock
002152.XSHE,广电运通,GDYT,2007-08-13,2200-01-01,stock
002153.XSHE,石基信息,SJXX,2007-08-13,2200-01-01,stock
002154.XSHE,报喜鸟,BXN,2007-08-16,2200-01-01,stock
002155.XSHE,湖南黄金,HNHJ,2007-08-16,2200-01-01,stock
002156.XSHE,通富微电,TFWD,2007-08-16,2200-01-01,stock
002157.XSHE,正邦科技,ZBKJ,2007-08-17,2200-01-01,stock
002158.XSHE,汉钟精机,HZJJ,2007-08-17,2200-01-01,stock
002159.XSHE,三特索道,STSD,2007-08-17,2200-01-01,stock
002160.XSHE,常铝股份,CLGF,2007-08-21,2200-01-01,stock
002161.XSHE,远望谷,YWG,2007-08-21,2200-01-01,stock
002162.XSHE,悦心健康,YXJK,2007-08-23,2200-01-01,stock
002163.XSHE,中航三鑫,ZHSX,2007-08-23,2200-01-01,stock
002164.XSHE,宁波东力,NBDL,2007-08-23,2200-01-01,stock
002165.XSHE,红宝丽,HBL,2007-09-13,2200-01-01,stock
002166.XSHE,莱茵生物,LYSW,2007-09-13,2200-01-01,stock
002167.XSHE,东方锆业,DFGY,2007-09-13,2200-01-01,stock
002168.XSHE,惠程科技,HCKJ,2007-09-19,2200-01-01,stock
002169.XSHE,智光电气,ZGDQ,2007-09-19,2200-01-01,stock
002170.XSHE,芭田股份,BTGF,2007-09-19,2200-01-01,stock
002171.XSHE,楚江新材,CJXC,2007-09-21,2200-01-01,stock
002172.XSHE,澳洋健康,AYJK,2007-09-21,2200-01-01,stock
002173.XSHE,创新医疗,CXYL,2007-09-25,2200-01-01,stock
002174.XSHE,游族网络,YZWL,2007-09-25,2200-01-01,stock
002175.XSHE,*ST东网,*STDW,2007-10-12,2200-01-01,stock
002176.XSHE,江特电机,JTDJ,2007-10-12,2200-01-01,stock
002177.XSHE,御银股份,YYGF,2007-11-01,2200-01-01,stock
002178.XSHE,延华智能,YHZN,2007-11-01,2200-01-01,stock
002179.XSHE,中航光电,ZHGD,2007-11-01,2200-01-01,stock
002180.XSHE,纳思达,NSD,2007-11-13,2200-01-01,stock
002181.XSHE,粤传媒,YCM,2007-11-16,2200-01-01,stock
002182.XSHE,云海金属,YHJS,2007-11-13,2200-01-01,stock
002183.XSHE,怡亚通,YYT,2007-11-13,2200-01-01,stock
002184.XSHE,海得控制,HDKZ,2007-11-16,2200-01-01,stock
002185.XSHE,华天科技,HTKJ,2007-11-20,2200-01-01,stock
002186.XSHE,全聚德,QJD,2007-11-20,2200-01-01,stock
002187.XSHE,广百股份,GBGF,2007-11-22,2200-01-01,stock
002188.XSHE,*ST巴士,*STBS,2007-11-22,2200-01-01,stock
002189.XSHE,中光学,ZGX,2007-12-03,2200-01-01,stock
002190.XSHE,*ST集成,*STJC,2007-12-03,2200-01-01,stock
002191.XSHE,劲嘉股份,JJGF,2007-12-05,2200-01-01,stock
002192.XSHE,融捷股份,RJGF,2007-12-05,2200-01-01,stock
002193.XSHE,如意集团,RYJT,2007-12-07,2200-01-01,stock
002194.XSHE,武汉凡谷,WHFG,2007-12-07,2200-01-01,stock
002195.XSHE,二三四五,ESSW,2007-12-12,2200-01-01,stock
002196.XSHE,方正电机,FZDJ,2007-12-12,2200-01-01,stock
002197.XSHE,证通电子,ZTDZ,2007-12-18,2200-01-01,stock
002198.XSHE,嘉应制药,JYZY,2007-12-18,2200-01-01,stock
002199.XSHE,东晶电子,DJDZ,2007-12-21,2200-01-01,stock
002200.XSHE,*ST云投,*STYT,2007-12-21,2200-01-01,stock
002201.XSHE,九鼎新材,JDXC,2007-12-26,2200-01-01,stock
002202.XSHE,金风科技,JFKJ,2007-12-26,2200-01-01,stock
002203.XSHE,海亮股份,HLGF,2008-01-16,2200-01-01,stock
002204.XSHE,大连重工,DLZG,2008-01-16,2200-01-01,stock
002205.XSHE,国统股份,GTGF,2008-01-23,2200-01-01,stock
002206.XSHE,海利得,HLD,2008-01-23,2200-01-01,stock
002207.XSHE,ST准油,STZY,2008-01-28,2200-01-01,stock
002208.XSHE,合肥城建,HFCJ,2008-01-28,2200-01-01,stock
002209.XSHE,达意隆,DYL,2008-01-30,2200-01-01,stock
002210.XSHE,*ST飞马,*STFM,2008-01-30,2200-01-01,stock
002211.XSHE,宏达新材,HDXC,2008-02-01,2200-01-01,stock
002212.XSHE,南洋股份,NYGF,2008-02-01,2200-01-01,stock
002213.XSHE,特尔佳,TEJ,2008-02-01,2200-01-01,stock
002214.XSHE,大立科技,DLKJ,2008-02-18,2200-01-01,stock
002215.XSHE,诺普信,NPX,2008-02-18,2200-01-01,stock
002216.XSHE,三全食品,SQSP,2008-02-20,2200-01-01,stock
002217.XSHE,合力泰,HLT,2008-02-20,2200-01-01,stock
002218.XSHE,拓日新能,TRXN,2008-02-28,2200-01-01,stock
002219.XSHE,恒康医疗,HKYL,2008-03-06,2200-01-01,stock
002220.XSHE,ST天宝,STTB,2008-02-28,2200-01-01,stock
002221.XSHE,东华能源,DHNY,2008-03-06,2200-01-01,stock
002222.XSHE,福晶科技,FJKJ,2008-03-19,2200-01-01,stock
002223.XSHE,鱼跃医疗,YYYL,2008-04-18,2200-01-01,stock
002224.XSHE,三力士,SLS,2008-04-25,2200-01-01,stock
002225.XSHE,濮耐股份,PNGF,2008-04-25,2200-01-01,stock
002226.XSHE,江南化工,JNHG,2008-05-06,2200-01-01,stock
002227.XSHE,奥特迅,ATX,2008-05-06,2200-01-01,stock
002228.XSHE,合兴包装,HXBZ,2008-05-08,2200-01-01,stock
002229.XSHE,鸿博股份,HBGF,2008-05-08,2200-01-01,stock
002230.XSHE,科大讯飞,KDXF,2008-05-12,2200-01-01,stock
002231.XSHE,奥维通信,AWTX,2008-05-12,2200-01-01,stock
002232.XSHE,启明信息,QMXX,2008-05-09,2200-01-01,stock
002233.XSHE,塔牌集团,TPJT,2008-05-16,2200-01-01,stock
002234.XSHE,民和股份,MHGF,2008-05-16,2200-01-01,stock
002235.XSHE,安妮股份,ANGF,2008-05-16,2200-01-01,stock
002236.XSHE,大华股份,DHGF,2008-05-20,2200-01-01,stock
002237.XSHE,恒邦股份,HBGF,2008-05-20,2200-01-01,stock
002238.XSHE,天威视讯,TWSX,2008-05-26,2200-01-01,stock
002239.XSHE,奥特佳,ATJ,2008-05-22,2200-01-01,stock
002240.XSHE,威华股份,WHGF,2008-05-23,2200-01-01,stock
002241.XSHE,歌尔股份,GEGF,2008-05-22,2200-01-01,stock
002242.XSHE,九阳股份,JYGF,2008-05-28,2200-01-01,stock
002243.XSHE,通产丽星,TCLX,2008-05-28,2200-01-01,stock
002244.XSHE,滨江集团,BJJT,2008-05-29,2200-01-01,stock
002245.XSHE,澳洋顺昌,AYSC,2008-06-05,2200-01-01,stock
002246.XSHE,北化股份,BHGF,2008-06-05,2200-01-01,stock
002247.XSHE,聚力文化,JLWH,2008-06-12,2200-01-01,stock
002248.XSHE,华东数控,HDSK,2008-06-12,2200-01-01,stock
002249.XSHE,大洋电机,DYDJ,2008-06-19,2200-01-01,stock
002250.XSHE,联化科技,LHKJ,2008-06-19,2200-01-01,stock
002251.XSHE,步步高,BBG,2008-06-19,2200-01-01,stock
002252.XSHE,上海莱士,SHLS,2008-06-23,2200-01-01,stock
002253.XSHE,川大智胜,CDZS,2008-06-23,2200-01-01,stock
002254.XSHE,泰和新材,THXC,2008-06-25,2200-01-01,stock
002255.XSHE,海陆重工,HLZG,2008-06-25,2200-01-01,stock
002256.XSHE,兆新股份,ZXGF,2008-06-25,2200-01-01,stock
002258.XSHE,利尔化学,LEHX,2008-07-08,2200-01-01,stock
002259.XSHE,*ST升达,*STSD,2008-07-16,2200-01-01,stock
002260.XSHE,*ST德奥,*STDA,2008-07-16,2200-01-01,stock
002261.XSHE,拓维信息,TWXX,2008-07-23,2200-01-01,stock
002262.XSHE,恩华药业,EHYY,2008-07-23,2200-01-01,stock
002263.XSHE,*ST东南,*STDN,2008-07-28,2200-01-01,stock
002264.XSHE,新华都,XHD,2008-07-31,2200-01-01,stock
002265.XSHE,西仪股份,XYGF,2008-08-06,2200-01-01,stock
002266.XSHE,浙富控股,ZFKG,2008-08-06,2200-01-01,stock
002267.XSHE,陕天然气,STRQ,2008-08-13,2200-01-01,stock
002268.XSHE,卫士通,WST,2008-08-11,2200-01-01,stock
002269.XSHE,美邦服饰,MBFS,2008-08-28,2200-01-01,stock
002270.XSHE,华明装备,HMZB,2008-09-05,2200-01-01,stock
002271.XSHE,东方雨虹,DFYH,2008-09-10,2200-01-01,stock
002272.XSHE,川润股份,CRGF,2008-09-19,2200-01-01,stock
002273.XSHE,水晶光电,SJGD,2008-09-19,2200-01-01,stock
002274.XSHE,华昌化工,HCHG,2008-09-25,2200-01-01,stock
002275.XSHE,桂林三金,GLSJ,2009-07-10,2200-01-01,stock
002276.XSHE,万马股份,WMGF,2009-07-10,2200-01-01,stock
002277.XSHE,友阿股份,YAGF,2009-07-17,2200-01-01,stock
002278.XSHE,神开股份,SKGF,2009-08-11,2200-01-01,stock
